"","epi_ctry","epi_subj","epi_demo_sex","epi_demo_age","epi_demo_edu","epi_demo_edu_8_TEXT","epi_demo_occ","epi_demo_pocc","epi_demo_ethn","epi_demo_chn_howl","epi_demo_vut_whis","epi_demo_whli","epi_demo_howl","epi_demo_thl_ses","epi_demo_rlgn","epi_demo_prel","epi_demo_chur","epi_demo_ubru","epi_demo_ses_num","epi_demo_ses_cat","epi_demo_howr_cat","epi_demo_howr_num","epi_demo_affr_num","epi_demo_tung_num","epi_demo_ytng_num","epi_demo_affr_cat","epi_demo_tung_cat","epi_demo_ytng_cat","epi_version","epi_recr","epi_wher","epi_whoc","epi_inlang","epi_charc"
"603","Thailand",30888,"Female",53,"Other","grade 4","farmer","farmer","Thai",NA,NA,"Chiangmai","mdata","Middle","Wat Nong Ban","Buddhist","Buddhist","Rural",0,"about the same","neither agree nor disagree",0,1,1,1,NA,NA,NA,2,"Face to face","Maharaj Nakorn Chiangmai Hospital, the local organic market, and a temple fairgrounds / marketplace","Mui and Buu","Thai","0"
"604","US",10407,"Male",26,NA,NA,"Barista","Both passed away","White",NA,NA,NA,"25",NA,"Determinism - philosophy","Catholic - Mom grew up, didn't keep","None","Urban",-1,"a little poorer","disagree",-1,0,0,0,NA,NA,NA,1,"Face to face","Caltrain, DMV, Town Squares","Amy","English","0"
"605","US",10397,"Male",36,"Masters degree",NA,"Educator","Mom: Educator, Dad: Doctor","Asian & White",NA,NA,NA,"5 years in Redwood city",NA,"Nothing specific, grew up ""half-assed catholic""","None","None","Urban",0,"about the same","neither agree nor disagree",0,1,1,1,NA,NA,NA,1,"Face to face","Caltrain, DMV, Town Squares","Amy","English","0"
"606","US",10383,"Male",53,"Other graduate degree",NA,"Doctoral Student and Adjunct professor at Howard University","Mom: Postal worker, Dad: Worked at Oakland Airport","African American",NA,NA,NA,"He didnt, He lives in DC",NA,"Raised catholic, Catholic School kindergarten - 12th grade, But now has more inclusive direct approach to the divine","Catholic","Doesn't attend much, but will go to any kind of church","Urban",1,"a little richer","strongly agree",2,1,1,1,NA,NA,NA,1,"Face to face","Caltrain, DMV, Town Squares","Amy","English","0"
"607","US",10415,"Female",29,"Masters degree",NA,"Operation Lead for You Tube","Mom: Small business owner (used to be a teacher) , Dad: Industrial designer","Chinese-American",NA,NA,NA,"Middle school I travelled a bit for college + 1 year in Japan",NA,"Grew up Catholic","Catholic","St. Augustine","Urban",1,"a little richer","disagree",-1,1,1,1,NA,NA,NA,1,"Face to face","Caltrain, DMV, Town Squares","Amy","English","0"
"608","US",10419,"Male",29,"Some college",NA,"Part-time student, Full-time optical field","Mom: Pharmacist, Dad: Retired - was in hospitality","Philipino",NA,NA,NA,"29",NA,"Catholicism","Catholicism","Pt. Pious","Urban",-1,"a little poorer","agree",1,0,0,0,NA,NA,NA,1,"Face to face","Caltrain, DMV, Town Squares","Amy","English","0"
"609","US",10417,"Male",52,"Masters degree",NA,"Analyst for country","Mom: works for school district, clerical, Dad: Finance for private company","Caucasian",NA,NA,NA,"52",NA,"Catholicism","Catholicism","St. Charles , but haven't been","Rural",0,"about the same","strongly agree",2,1,1,1,NA,NA,NA,1,"Face to face","Caltrain, DMV, Town Squares","Amy","English","0"
"610","US",10413,"Female",45,"Some college",NA,"Grant writing for non-profit","Mom: Nurse, Dad: Southern Baptist Minister","Caucasian",NA,NA,NA,"16",NA,"Don't","Baptist","Missing Data","Rural",-1,"a little poorer","agree",1,1,1,1,NA,NA,NA,1,"Face to face","Caltrain, DMV, Town Squares","Amy","English","0"
"611","US",10409,"Male",25,NA,NA,"Chimney sweep","Mom: Dentist, retired","Mixed - Hispanic / Italian",NA,NA,NA,"25",NA,"Don't believe in religion. Mom raised Catholic, christian spirit, then stopped","Mom: Catholicism","St. Joseph Church","Urban",0,"about the same","strongly agree",2,1,1,1,NA,NA,NA,1,"Face to face","Caltrain, DMV, Town Squares","Amy","English","0"
"612","US",10411,"Female",37,"Bachelors degree",NA,"Chief of Staff, Head of robotics for X","Mom: billing dept. Natural gas, Dad: look retired, didn't go to college","White",NA,NA,NA,"2.5",NA,"Baptized Lutheran and confirmed but later left .Appreciates Buddhism but not religion connected to science.","Mom: Catholic, Dad: Loud Atheist","None","Rural",0,"about the same","neither agree nor disagree",0,1,1,1,NA,NA,NA,1,"Face to face","Caltrain, DMV, Town Squares","Amy","English","0"
"613","US",10403,"Female",21,"Some college",NA,"Student","Mom: Teacher's aid, Dad: President of college","White",NA,NA,NA,"21",NA,"Catholicism","Catholicism","Mt. Carmel","Urban",0,"about the same","agree",1,1,1,1,NA,NA,NA,1,"Face to face","Caltrain, DMV, Town Squares","Amy","English","0"
"614","US",10405,"Female",22,"Bachelors degree",NA,"unemployed, artist, freelance work events","Mom: Preschool teacher,  Dad: Software engineer","Indian",NA,NA,NA,"22",NA,"Reading into hinduism, Chinese medicine interesting, Celtic stuff","Hinduism","PRABASHI - Bengali outside Calcuta","Rural",-2,"much poorer","strongly disagree",-2,0,0,0,NA,NA,NA,1,"Face to face","Caltrain, DMV, Town Squares","Amy","English","0"
"615","US",10425,"Female",31,"Bachelors degree",NA,"Healthcare","Other","Anglo",NA,NA,NA,"1 month",NA,"NA","Catholic","NA","Rural",0,"about the same","agree",1,1,1,1,NA,NA,NA,1,"Face to face","Caltrain, DMV, Town Squares","Lizzy","English","0"
"616","US",10427,"Female",74,"Vocational school",NA,"Airline reservation","Mom: Housewife, Dad: Elevator owner","Caucasian",NA,NA,NA,"50",NA,"Personal relationship w/ Jesus Christ","Christianity","Peninsula Covenant","Rural",2,"much richer","strongly agree",2,1,1,1,NA,NA,NA,1,"Face to face","Caltrain, DMV, Town Squares","Lizzy","English","0"
"617","US",10423,"Male",18,NA,NA,"Server","Mom: was drug & alcohol counselor before got sick","Caucasian, Irish, Scottish",NA,NA,NA,"18",NA,"Don't. Read Bible, Quran, Buddhism, all talking about same thing, twisted by specifics of culture","Mom: Catholic","When teenager (17), Calvary Chapel","Urban",-2,"much poorer","strongly agree",2,1,1,1,NA,NA,NA,1,"Face to face","Caltrain, DMV, Town Squares","Amy","English","0"
"618","US",10429,"Female",84,NA,NA,"Missing Data","Missing Data","Missing Data",NA,NA,NA,"Missing Data",NA,"Missing Data","Missing Data","Missing Data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Face to face","Caltrain, DMV, Town Squares","Lizzy","English","0"
"619","US",10443,"Male",84,"Vocational school",NA,"Computer Repair, IBM Customer Engineer","Welder, Mom: windshield wiper factory; Anderson Co., Indiana Gary","Polish / Slovak & Russian / German",NA,NA,NA,"2 months",NA,"None","Non-religious","No (Lutheran briefly 5 yrs for children)","Urban",-2,"much poorer",NA,NA,1,1,1,NA,NA,NA,1,"Face to face","Walmart","Norman","English","0"
"620","US",10445,"Male",61,"Some college",NA,"Restaurant Manager","Mom: Admin, Dad: Sales","Irish",NA,NA,NA,"35",NA,"Baptist","Catholic","Every Sunday, Bridges Community Church Los Altos","Rural",-2,"much poorer","strongly agree",2,0,0,0,NA,NA,NA,1,"Face to face","Walmart","Norman","English","0"
"621","US",10447,"Male",52,"Bachelors degree",NA,"Sales Rep.","Mom: Retail warehouseman","Mexican American, Hispanic",NA,NA,NA,"52",NA,"Catholic","Catholic","St. Victors, San Jose","Urban",0,"about the same","agree",1,1,1,1,NA,NA,NA,1,"Face to face","Caltrain, DMV, Town Squares","Norman","English","0"
"622","US",10449,"Female",24,"Bachelors degree",NA,"Recreation Therapist","Mom: Surgical Tech, Dad: Compliance for CHEVRON","Scottish/Danish/German",NA,NA,NA,"24",NA,"Culturally LDS","Grandma Episcopalian, parents LDS, but not now","Missing Data","Urban",-1,"a little poorer","neither agree nor disagree",0,0,0,0,NA,NA,NA,1,"Face to face","Caltrain, DMV, Town Squares","Norman","English","0"
"623","US",10451,"Male",24,"Bachelors degree",NA,"Missionary","Mom: Cleans, Dad: Woodworker","Swedish - Scottish - Slovak - English",NA,NA,NA,"9 months",NA,"Evangelical","Lutheran","Church of Nazarene, Palo Alto","Rural",-2,"much poorer","strongly agree",2,0,0,0,NA,NA,NA,1,"Face to face","Caltrain, DMV, Town Squares","Norman","English","0"
"624","US",10398,"Female",22,"Bachelors degree",NA,"operations assoc. @ startup","Mom: Physician, Dad: Research prof.","Chinese",NA,NA,NA,"~1",NA,"None","None","mdata","Urban",0,"about the same","disagree",-1,1,1,1,NA,NA,NA,1,"Face to face","Caltrain, DMV, Town Squares","Amy","English","0"
"625","US",10453,"Female",23,"Some college",NA,"Boon seller","Mom: Fitness trainer, Dad: Animation director","Italian + English",NA,NA,NA,"2 months",NA,"None","Mom: Offshoot of Scientology, Dad: Atheist","Missing Data","Urban",-2,"much poorer","strongly disagree",-2,1,1,1,NA,NA,NA,1,"Face to face","Caltrain, DMV, Town Squares","Norman","English","0"
"626","US",10400,"Male",33,NA,NA,"financial consultant","Mom: Nurse, Dad: Mechanic","Black, Caribbean American",NA,NA,NA,"live in Miami, have lived all life in 20 years",NA,"Christianity","Mom: Christian, Dad: Catholic","Reveal and Truth Church (in Miami)","Urban",1,"a little richer","agree",1,1,1,1,NA,NA,NA,1,"Face to face","Caltrain, DMV, Town Squares","Amy","English","0"
"627","US",10455,"Male",24,"Bachelors degree",NA,"Sales assoc. + English tutor","Drafter","Maltese, Italian, German, Irish",NA,NA,NA,"24",NA,"None","Catholic","Missing Data","Urban",0,"about the same","agree",1,0,0,0,NA,NA,NA,1,"Face to face","Caltrain, DMV, Town Squares","Norman","English","0"
"628","US",10402,"Male",60,"Bachelors degree",NA,"healthcare","deceased","White",NA,NA,NA,"28",NA,"don't","Jewish","mdata","Urban",0,"about the same","disagree",-1,1,1,1,NA,NA,NA,1,"Face to face","Caltrain, DMV, Town Squares","Amy","English","0"
"629","US",10457,"Male",70,"Bachelors degree",NA,"Private Investment Banker","Mom: Bail bonds woman, Dad: Draftsman","Puerto ricans",NA,NA,NA,"58",NA,"Christianity","Catholic","Cathedral of Faith, San Jose","Urban",1,"a little richer","strongly agree",2,1,1,1,NA,NA,NA,1,"Face to face","Caltrain, DMV, Town Squares","Norman","English","1"
"630","US",10404,"Male",22,"Bachelors degree",NA,"ballroom dancing teacher","Mom: paralegal, Dad: Military","White",NA,NA,NA,"3 months",NA,"Christianity","same","don't","Rural",-1,"a little poorer","agree",1,1,1,1,NA,NA,NA,1,"Face to face","Caltrain, DMV, Town Squares","Amy","English","0"
"631","US",10406,"Male",35,"Some college",NA,"student","Mom: Dental asst, Dad: Nurse","Mixed",NA,NA,NA,"12",NA,"None","Mom: None, Dad: Jehovah witness","No","Rural",1,"a little richer","disagree",-1,1,1,1,NA,NA,NA,1,"Face to face","Caltrain, DMV, Town Squares","Amy","English","0"
"632","US",10408,"Male",45,"Bachelors degree",NA,"substitute school teacher & park ranger","Mom: homemaker -> secretary, Dad: electrical engineering -/ defense contractor","White",NA,NA,NA,"19",NA,"No","mdata","mdata","Rural",-1,"a little poorer","strongly disagree",-2,1,1,1,NA,NA,NA,1,"Face to face","Caltrain, DMV, Town Squares","Amy","English","0"
"633","US",10410,"Male",47,"Some college",NA,"unemployed","Mom: Pharmacy technician, Dad: Accounting","mdata",NA,NA,NA,"12.5",NA,"Christian, raised Catholic","None, used to be Catholic","Church of God & Christ, Zion, 50/50","Rural",-2,"much poorer","strongly agree",2,0,0,0,NA,NA,NA,1,"Face to face","Caltrain, DMV, Town Squares","Amy","English","0"
"634","US",10414,"Male",51,"Bachelors degree",NA,"work in warehouse","phone co. (both retired)","Hispanic",NA,NA,NA,"mdata",NA,"None","mdata","Methodist (parents tried to convince to join chuch)","Urban",1,"a little richer","disagree",-1,1,1,1,NA,NA,NA,1,"Face to face","Caltrain, DMV, Town Squares","Amy","English","0"
"635","US",10416,"Male",26,"Bachelors degree",NA,"Graphic designer","Sales (both)","Caucasian + sprinkling",NA,NA,NA,"26",NA,"None","Mom: Catholicism, Dad: Some other kind of Christian, family born-agains, but new Easter-Xmas","None","Urban",0,"about the same","strongly disagree",-2,1,1,1,NA,NA,NA,1,"Face to face","Caltrain, DMV, Town Squares","Amy","English","0"
"636","US",10420,"Male",24,"Bachelors degree",NA,"Office Manager @ tech co.","Both do same, each owns cleaning co.","White",NA,NA,NA,"2",NA,"None, raised Catholic","parents Catholic","altar boy @ Catholic church, only attend if whole fam going",NA,-1,"a little poorer","disagree",-1,1,1,1,NA,NA,NA,1,"Face to face","Caltrain, DMV, Town Squares","Amy","English","0"
"637","US",10424,"Female",24,"Bachelors degree",NA,"work asst product manager construction firm","Mom: Neonatal nurse, Dad: Photographer","White",NA,NA,NA,"6 months",NA,"Christian","Christian","South Bay","Rural",-1,"a little poorer","strongly agree",2,1,1,1,NA,NA,NA,1,"Face to face","Caltrain, DMV, Town Squares","Amy","English","1"
"638","US",10439,"Male",25,"Some college",NA,"Warehouse worker","Unemployed","Hispanic/Latino",NA,NA,NA,"25",NA,"Christianity","Christianity","New Life","Urban",0,"about the same","strongly agree",2,1,1,1,NA,NA,NA,1,"Face to face","New Life","Mark","English","1"
"639","US",10426,"Male",20,"Some college",NA,"Security guard","Mom: Sales, Dad: Systems manager","African American",NA,NA,NA,"14",NA,"N/A","Mom: Christian, Dad: agnostic","N/A","Rural",NA,NA,"strongly disagree",-2,1,1,1,NA,NA,NA,1,"Face to face","Caltrain, DMV, Town Squares","Lizzy","English","0"
"640","US",10428,"Female",22,"Bachelors degree",NA,"Intern","Physical therapist","White",NA,NA,NA,"3 yrs in Tempe, just visiting here",NA,"N/A","Christian","X-mas eve w/ parents, doesn't attend regularly","Urban",1,"a little richer","disagree",-1,1,1,1,NA,NA,NA,1,"Face to face","Caltrain, DMV, Town Squares","Lizzy","English","0"
"641","US",10422,"Female",56,"Some college",NA,"Fundraiser","educators","Anglo-Saxon",NA,NA,NA,"56",NA,"don't","Unitarian (don't attend church)","When very young, attended Unitarian, attended Catholic college, friends w nuns","Rural",1,"a little richer","neither agree nor disagree",0,1,1,1,NA,NA,NA,1,"Face to face","Caltrain, DMV, Town Squares","Amy","English","0"
"642","US",10430,"Male",53,"Bachelors degree",NA,"Pastor, electrician","Mom: Homemaker, Dad: Motor shop","White",NA,NA,NA,"18",NA,"Pentecostal preacher","No. Mom took to church.","New Life Church","Rural",0,"about the same",NA,NA,1,1,1,NA,NA,NA,1,"Face to face","Caltrain, DMV, Town Squares","Lizzy","English","1"
"643","US",10440,"Male",32,"Bachelors degree",NA,"Contractor","IT/Homemaker","Caucasian",NA,NA,NA,"3",NA,"Agnostic","Catholicism","None","Rural",-1,"a little poorer","agree",1,0,0,0,NA,NA,NA,1,"Face to face","Caltrain, DVM, Town Squares","Nikki","English","0"
"644","US",10444,"Female",50,"Bachelors degree",NA,"Office Admin","Accountant + Homemaker","Irish",NA,NA,NA,"12",NA,"Not really","Catholic","None","Rural",-1,"a little poorer","strongly disagree",-2,1,1,1,NA,NA,NA,1,"Face to face","Caltrain, DMV, Town Squares","Norman","English","0"
"645","US",10461,"Female",28,"Masters degree",NA,"Biotic skin care sales associate + bartender","Mom: Retired housecleaner, Dad: Businessman self employed, Dry cleaners, Auto glass, Teacher of Astronomy and Chemistry","White / Persian background",NA,NA,NA,"Bay - 2yrs, previously Colorado B. South California",NA,"Interested in witchcraft + nature spirituality but no practice.","No but raised Catholic, father raised Muslim.","CIIS - did courses-wilderness rites of passage + indigenous traditions + ecotherapy","Urban",-1,"a little poorer","strongly agree",2,1,1,1,NA,NA,NA,1,"Face to face","Caltrain, DMV, Town Squares","Sarah","English","0"
"646","US",10463,"Male",41,"Bachelors degree",NA,"Usually manager of tech team (developer lead). Currently not working + caring for daughter, rebuilding a house.","Mom: Retired school district-managed school lunch programs, Dad: Retired school teacher, army","White / Caucasian",NA,NA,NA,"15 in Bay Area",NA,"Agnostic Atheist. Believes cannot know if creator exists.","Methodist - grew up generic protestant","No, parents at Methodist Church","Rural",1,"a little richer","strongly disagree",-2,1,1,1,NA,NA,NA,1,"Face to face","Caltrain, DMV, Town Squares","Sarah","English","0"
"647","US",10465,"Female",25,"Bachelors degree",NA,"Junior college- Child development + psych","Mom: Stay at home, returned to school, no nurse, Dad: entrepreneur, food truck, coach for Mountain View","Mixed - White/Black/Mexican",NA,NA,NA,"25",NA,"No","None - Great grandparents JN/Christian","Twice a year at most. Kingdom Hcll JN, Patterson, CA (Support family)","Rural",-1,"a little poorer","agree",1,0,0,0,NA,NA,NA,1,"Face to face","Caltrain, DMV, Town Squares","Sarah","English","0"
"648","US",10446,"Female",22,"Some college",NA,"Cosmetologist","Computer User Experience, Director","Eastern European",NA,NA,NA,"1",NA,"LDS Latter Day Saints","LDS","LDS Middlefield Rd.","Rural",-2,"much poorer","strongly agree",2,1,1,1,NA,NA,NA,1,"Face to face","Walmart","Norman","English","0"
"649","US",10469,"Female",61,NA,NA,"Security screener at airport_TSA","Mom: Homemaker, packing house occasionally, Dad: Logger","White / Caucasian",NA,NA,NA,"18",NA,"Pentecostal","Pentecostal","New Life, Mountain View","Rural",0,"about the same","strongly agree",2,1,1,1,NA,NA,NA,1,"Face to face","New Life","Sarah","English","1"
"650","US",10448,"Male",27,"Masters degree",NA,"Mechanical Engr.","Mom: Dietician, Dad: Mechanical Engr.","English-Scot",NA,NA,NA,"1 week",NA,"None cultural LDS, grew up LDS","Mormon","LDS","Rural",-1,"a little poorer","neither agree nor disagree",0,0,0,0,NA,NA,NA,1,"Face to face","Walmart","Norman","English","0"
